SampleID,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae,k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae,k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinopolysporaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae,k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname,k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae,k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Sinobacteraceae,k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae,k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae,k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae
HD-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06939,0.0,57.41501,0.0,3.98528,1.75741,5.11574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01279,2.94117,0.0,0.0,0.01276,0.8972,11.55779,0.37643000000000004,0.02077,4.608370000000001,0.31616,0.0,3.68354,1.44325,0.0,0.0,0.0,0.0,0.0,0.0,0.20745,0.0,0.0,0.05296,0.0135,0.0,2.1183199999999998,0.0,0.0,0.0,0.0,0.0,0.0,3.39128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0
HD-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11273,0.1141,0.0,26.583080000000002,0.0,10.315880000000002,0.048310000000000006,4.69728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054399999999999995,0.19387,0.0,0.0,0.062439999999999996,7.73115,12.076470000000002,0.38725,0.04836,24.311650000000004,0.02597,0.0,2.6165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00448,0.0,0.00217,0.79998,0.0,0.0,1.15177,0.0,0.0,0.0,0.0,0.0,0.0,0.16938999999999999,0.0,0.01624,0.0,0.0,0.0,0.0,0.0,0.0,8.52552,0.0,0.0
HD-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056920000000000005,0.22114,0.0,40.8567,0.32786,6.222979999999999,1.52999,10.599310000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023799999999999997,0.0,0.0,0.009980000000000001,0.12569999999999998,0.0,0.0,0.0079,9.390279999999999,11.06456,1.23387,0.15999999999999998,14.766550000000002,0.007859999999999999,0.0,0.00147,0.7280800000000001,0.0,0.0,0.0,0.0,0.0,0.016669999999999997,0.10197,0.009640000000000001,0.0,0.10151,0.02899,0.0,0.55206,0.0,0.0,0.0,0.0,0.0,0.0,1.87085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00481,0.0,0.0
HD-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15253,0.02423,0.0,41.04042999999999,0.0,5.73349,0.25235,18.221739999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00951,0.0,0.19145,0.12644,0.0,0.0,0.02222,4.232060000000001,10.57434,0.5300600000000001,0.24793,17.289859999999997,0.0,0.0,0.09078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41786999999999996,0.0,0.0,0.30802999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01864,0.0,0.0
HD-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29028000000000004,0.03124,0.0,23.85632,1.3074,5.3270800000000005,46.62429,4.315189999999999,0.0,0.0,0.0,0.0,0.00602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494,0.47748000000000007,0.0,0.0,0.00716,2.3629999999999995,2.6480599999999996,0.26688,0.43606999999999996,9.238080000000002,0.09304,0.0,0.0,0.04214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22804999999999997,0.0,0.0,1.10982,0.0,0.0,0.0,0.0,0.0,0.0,1.2829799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00448,0.08090000000000001,0.0,17.841650000000005,0.17071,3.4653600000000004,35.349940000000004,5.93253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00264,0.0,0.07022999999999999,0.64159,0.0,0.0,0.04293,9.06006,6.69727,0.13178,0.5016,10.933940000000002,0.045129999999999997,0.00515,0.13863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00337,0.0,0.006940000000000001,0.35623000000000005,0.0,0.0,0.03966,0.0,0.0,0.0,0.0,0.0,0.0,8.45235,0.0,0.02492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006799999999999999,0.0,0.0,0.00366,0.14359999999999998,0.0,28.21408,0.0,2.7929999999999997,0.03221,9.85471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25861,0.0,0.0,0.0,0.0,0.0,0.02632,0.08493,0.0,0.0,0.00502,17.82683,9.34116,0.39785,0.7841199999999999,28.95053,0.014990000000000002,0.0,0.01919,0.00265,0.0,0.0,0.0,0.0,0.0,0.0,0.65692,0.0,0.0,0.0183,0.0,0.0,0.40518000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.10378,0.0,0.06165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57473,0.35824999999999996,0.0,12.970210000000002,0.36746,6.21268,20.33461,16.38003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53714,0.0,0.0,0.0,0.01787,0.0,0.3739,0.47324999999999995,0.00259,0.0,0.14431,0.027260000000000003,4.723529999999999,0.35083000000000003,0.01672,26.23485,0.32035,0.0,1.2641399999999998,0.009980000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6679999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.6196499999999999,0.0,0.01763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD-18,0.39518000000000003,0.0,0.0,0.03915999999999999,0.0,0.0,0.0,0.08068,0.0,0.0,0.07892,0.45165000000000005,0.0,8.58841,0.18227000000000002,2.9735,10.51558,10.15629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22711,0.0,0.0072299999999999994,0.0,0.0,0.0,1.2643900000000001,0.07429000000000001,0.0,0.0,0.0032,6.8276900000000005,3.43981,0.26348,0.01396,23.99576,0.9517300000000002,0.026930000000000003,5.01142,0.00411,0.0,0.0,0.0,0.0,0.0,0.0,0.005229999999999999,0.0,0.024659999999999998,0.21756999999999999,0.0,0.0,1.0117699999999998,0.0,0.0,0.0,0.0,0.0,0.0,17.17062,0.0,0.03732,0.0,0.0,0.0,0.0,1.10504,0.0,4.8550699999999996,0.0,0.0
HD-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06806,0.01665,0.0,46.62733,0.0041,3.8116899999999996,0.02004,0.27964999999999995,0.0,0.0,0.00235,0.0,0.0,0.0,0.0,0.43738,0.0,0.0,0.0,0.0,0.0,0.017519999999999997,2.1216700000000004,0.0,0.0,0.0075,6.45373,12.495200000000002,0.04945,0.69598,21.36593,0.1744,0.0,0.10917,3.69786,0.0,0.0,0.0,0.0,0.0,0.0,0.0007700000000000001,0.0,0.0,1.3113199999999998,0.0,0.0,0.04373,0.0,0.0,0.0,0.0,0.0,0.0,0.10097,0.0,0.08751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
